"Gene","Chromosome","Arm","Cytoband","Start","ChrArm"
"SLC21A11","Chr15","q","15q26.1",91853708,"Chr15q"
"DUXAP6","Chr15","q","15q26.1",92281484,"Chr15q"
"NPM1P5","Chr15","q","15q26.1",92285841,"Chr15q"
"NG5-4","Chr15","q","15q26.1",92285841,"Chr15q"
"NPMP5","Chr15","q","15q26.1",92285841,"Chr15q"
"ST8SIA2","Chr15","q","15q26.1",92393881,"Chr15q"
"HST19690","Chr15","q","15q26.1",92393881,"Chr15q"
"SIAT8B","Chr15","q","15q26.1",92393881,"Chr15q"
"ST8SIA-II","Chr15","q","15q26.1",92393881,"Chr15q"
"STX","Chr15","q","15q26.1",92393881,"Chr15q"
"ENO1P2","Chr15","q","15q26.1",92420860,"Chr15q"
"C15ORF32","Chr15","q","15q26.1",92471654,"Chr15q"
"FLJ32831","Chr15","q","15q26.1",92471654,"Chr15q"
"LINC00930","Chr15","q","15q26.1",92567817,"Chr15q"
"FAM174B","Chr15","q","15q26.1",92617448,"Chr15q"
"LOC400451","Chr15","q","15q26.1",92617448,"Chr15q"
"MGC102891","Chr15","q","15q26.1",92617448,"Chr15q"
"HMGN1P38","Chr15","q","15q26.1",92711808,"Chr15q"
"RPL31P6","Chr15","q","15q26.1",92719393,"Chr15q"
"HST19508","Chr15","q","15q26.1",92719393,"Chr15q"
"H2AZ2P1","Chr15","q","15q26.1",92733823,"Chr15q"
"H2AFVP","Chr15","q","15q26.1",92733823,"Chr15q"
"H2AFVP1","Chr15","q","15q26.1",92733823,"Chr15q"
"HST19970","Chr15","q","15q26.1",92733823,"Chr15q"
"ASB9P1","Chr15","q","15q26.1",92795647,"Chr15q"
"CHASERR","Chr15","q","15q26.1",92819540,"Chr15q"
"LINC01578","Chr15","q","15q26.1",92819540,"Chr15q"
"CHD2","Chr15","q","15q26.1",92886203,"Chr15q"
"DKFZP547I1315","Chr15","q","15q26.1",92886203,"Chr15q"
"DKFZP686E01200","Chr15","q","15q26.1",92886203,"Chr15q"
"DKFZP781D1727","Chr15","q","15q26.1",92886203,"Chr15q"
"FLJ38614","Chr15","q","15q26.1",92886203,"Chr15q"
"MIR3175","Chr15","q","15q26.1",92904399,"Chr15q"
"HSA-MIR-3175","Chr15","q","15q26.1",92904399,"Chr15q"
"RGMA","Chr15","q","15q26.1",93035271,"Chr15q"
"RGM","Chr15","q","15q26.1",93035271,"Chr15q"
"YBX2P2","Chr15","q","15q26.1",93065586,"Chr15q"
"SEPHS1P2","Chr15","q","15q26.1",93430659,"Chr15q"
"LINC01579","Chr15","q","15q26.2",93718542,"Chr15q"
"LINC02207","Chr15","q","15q26.2",93835490,"Chr15q"
"LINC01580","Chr15","q","15q26.2",93894431,"Chr15q"
"LINC01581","Chr15","q","15q26.2",93905405,"Chr15q"
"H3P40","Chr15","q","15q26.2",94168349,"Chr15q"
"MCTP2","Chr15","q","15q26.2",94231538,"Chr15q"
"FLJ11175","Chr15","q","15q26.2",94231538,"Chr15q"
"FLJ33303","Chr15","q","15q26.2",94231538,"Chr15q"
"LINC02852","Chr15","q","15q26.2",94583506,"Chr15q"
"LETR1","Chr15","q","15q26.2",95166065,"Chr15q"
"LINC01197","Chr15","q","15q26.2",95166065,"Chr15q"
"LINC00924","Chr15","q","15q26.2",95326528,"Chr15q"
"RNU2-3P","Chr15","q","15q26.2",95745804,"Chr15q"
"RNU2P1","Chr15","q","15q26.2",95745804,"Chr15q"
"NR2F2-AS1","Chr15","q","15q26.2",96110040,"Chr15q"
"LINC02157","Chr15","q","15q26.2",96235785,"Chr15q"
"RP11-327J17.1","Chr15","q","15q26.2",96235785,"Chr15q"
"NR2F2","Chr15","q","15q26.2",96325938,"Chr15q"
"COUP-TFII","Chr15","q","15q26.2",96325938,"Chr15q"
"COUPTF2","Chr15","q","15q26.2",96325938,"Chr15q"
"COUPTFB","Chr15","q","15q26.2",96325938,"Chr15q"
"NF-E3","Chr15","q","15q26.2",96325938,"Chr15q"
"SVP40","Chr15","q","15q26.2",96325938,"Chr15q"
"TFCOUP2","Chr15","q","15q26.2",96325938,"Chr15q"
"MIR1469","Chr15","q","15q26.2",96333261,"Chr15q"
"HSA-MIR-1469","Chr15","q","15q26.2",96333261,"Chr15q"
"MIRN1469","Chr15","q","15q26.2",96333261,"Chr15q"
"TUBAP12","Chr15","q","15q26.2",96388214,"Chr15q"
"PGAM1P12","Chr15","q","15q26.2",96441566,"Chr15q"
"RN7SKP254","Chr15","q","15q26.2",96486582,"Chr15q"
"FAM149B1P1","Chr15","q","15q26.2",96756987,"Chr15q"
"FAM149B2","Chr15","q","15q26.2",96756987,"Chr15q"
"KIAA0974P","Chr15","q","15q26.2",96756987,"Chr15q"
"SPATA8-AS1","Chr15","q","15q26.2",96772005,"Chr15q"
"MGC44294","Chr15","q","15q26.2",96783389,"Chr15q"
"SRG8","Chr15","q","15q26.2",96783389,"Chr15q"
"RN7SKP181","Chr15","q","15q26.2",96842069,"Chr15q"
"LINC02253","Chr15","q","15q26.2",97215812,"Chr15q"
"LINC02254","Chr15","q","15q26.2",97339693,"Chr15q"
"RN7SL677P","Chr15","q","15q26.2",97353497,"Chr15q"
"RNA5SP401","Chr15","q","15q26.2",97472126,"Chr15q"
"RN5S401","Chr15","q","15q26.2",97472126,"Chr15q"
"LINC00923","Chr15","q","15q26.2",97572185,"Chr15q"
"ARRDC4","Chr15","q","15q26.2",97960703,"Chr15q"
"FLJ36045","Chr15","q","15q26.2",97960703,"Chr15q"
"LINC02251","Chr15","q","15q26.3",98003038,"Chr15q"
"RNU6-1186P","Chr15","q","15q26.3",98074667,"Chr15q"
"LINC01582","Chr15","q","15q26.3",98081993,"Chr15q"
"TCONS_00023827","Chr15","q","15q26.3",98081993,"Chr15q"
"LINC02351","Chr15","q","15q26.3",98323902,"Chr15q"
"FAM169BP","Chr15","q","15q26.3",98437162,"Chr15q"
"FAM169B","Chr15","q","15q26.3",98437162,"Chr15q"
"FLJ39743","Chr15","q","15q26.3",98437162,"Chr15q"
"KIAA0888L","Chr15","q","15q26.3",98437162,"Chr15q"
"IRAIN","Chr15","q","15q26.3",98645118,"Chr15q"
"IGF1R-AS","Chr15","q","15q26.3",98645118,"Chr15q"
"IGF1R","Chr15","q","15q26.3",98648539,"Chr15q"
"CD221","Chr15","q","15q26.3",98648539,"Chr15q"
"IGFIR","Chr15","q","15q26.3",98648539,"Chr15q"
"IGFR","Chr15","q","15q26.3",98648539,"Chr15q"
"JTK13","Chr15","q","15q26.3",98648539,"Chr15q"
"MGC18216","Chr15","q","15q26.3",98648539,"Chr15q"
"MIR4714","Chr15","q","15q26.3",98784426,"Chr15q"
"HSA-MIR-4714","Chr15","q","15q26.3",98784426,"Chr15q"
"SYNM-AS1","Chr15","q","15q26.3",98954149,"Chr15q"
"PGPEP1L","Chr15","q","15q26.3",98968229,"Chr15q"
"LUNAR1","Chr15","q","15q26.3",99014526,"Chr15q"
"SYNM","Chr15","q","15q26.3",99098217,"Chr15q"
"DMN","Chr15","q","15q26.3",99098217,"Chr15q"
"KIAA0353","Chr15","q","15q26.3",99098217,"Chr15q"
"SYNM-AS2","Chr15","q","15q26.3",99128832,"Chr15q"
"TP53LC11","Chr15","q","15q26.3",99128832,"Chr15q"
"TTC23","Chr15","q","15q26.3",99136323,"Chr15q"
"FLJ12572","Chr15","q","15q26.3",99136323,"Chr15q"
"HCC-8","Chr15","q","15q26.3",99136323,"Chr15q"
"TTC23-AS1","Chr15","q","15q26.3",99139317,"Chr15q"
"AC036108.3","Chr15","q","15q26.3",99139317,"Chr15q"
"LRRC28","Chr15","q","15q26.3",99251362,"Chr15q"
"FLJ34269","Chr15","q","15q26.3",99251362,"Chr15q"
"FLJ45242","Chr15","q","15q26.3",99251362,"Chr15q"
"MGC24976","Chr15","q","15q26.3",99251362,"Chr15q"
"HSP90B2P","Chr15","q","15q26.3",99257632,"Chr15q"
"GRP94B","Chr15","q","15q26.3",99257632,"Chr15q"
"GRP94P1","Chr15","q","15q26.3",99257632,"Chr15q"
"HSPCP2","Chr15","q","15q26.3",99257632,"Chr15q"
"TRA1P1","Chr15","q","15q26.3",99257632,"Chr15q"
"HNRNPA1P62","Chr15","q","15q26.3",99284625,"Chr15q"
"LINC02244","Chr15","q","15q26.3",99395179,"Chr15q"
"RP11-20G13.3","Chr15","q","15q26.3",99395179,"Chr15q"
"LINC03080","Chr15","q","15q26.3",99423769,"Chr15q"
"AC015660.1","Chr15","q","15q26.3",99423769,"Chr15q"
"RPL7P5","Chr15","q","15q26.3",99551382,"Chr15q"
"MEF2A","Chr15","q","15q26.3",99565417,"Chr15q"
"RSRFC4","Chr15","q","15q26.3",99565417,"Chr15q"
"RSRFC9","Chr15","q","15q26.3",99565417,"Chr15q"
"LYSMD4","Chr15","q","15q26.3",99715697,"Chr15q"
"FLJ33008","Chr15","q","15q26.3",99715697,"Chr15q"
"RN7SL484P","Chr15","q","15q26.3",99791209,"Chr15q"
"DNM1P46","Chr15","q","15q26.3",99798123,"Chr15q"
"C15ORF51","Chr15","q","15q26.3",99798123,"Chr15q"
"DKFZP434I1020","Chr15","q","15q26.3",99798123,"Chr15q"
"DNM1DN14.2","Chr15","q","15q26.3",99798123,"Chr15q"
"DNM1DN14@","Chr15","q","15q26.3",99798123,"Chr15q"
"FLJ45937","Chr15","q","15q26.3",99798123,"Chr15q"
"ADAMTS17","Chr15","q","15q26.3",99971437,"Chr15q"
"FLJ16363","Chr15","q","15q26.3",99971437,"Chr15q"
"FLJ32769","Chr15","q","15q26.3",99971437,"Chr15q"
"RNA5SP402","Chr15","q","15q26.3",100074081,"Chr15q"
"RN5S402","Chr15","q","15q26.3",100074081,"Chr15q"
"SPATA41","Chr15","q","15q26.3",100344047,"Chr15q"
"FLJ42289","Chr15","q","15q26.3",100344047,"Chr15q"
"HSD47","Chr15","q","15q26.3",100344047,"Chr15q"
"CERS3-AS1","Chr15","q","15q26.3",100372936,"Chr15q"
"CERS3","Chr15","q","15q26.3",100400395,"Chr15q"
"LASS3","Chr15","q","15q26.3",100400395,"Chr15q"
"MGC27091","Chr15","q","15q26.3",100400395,"Chr15q"
"RNU6-322P","Chr15","q","15q26.3",100551820,"Chr15q"
"PRKXP1","Chr15","q","15q26.3",100553529,"Chr15q"
"LINS1","Chr15","q","15q26.3",100559369,"Chr15q"
"LINS","Chr15","q","15q26.3",100559369,"Chr15q"
"MRT27","Chr15","q","15q26.3",100559369,"Chr15q"
"WINS1","Chr15","q","15q26.3",100559369,"Chr15q"
"RNU6-181P","Chr15","q","15q26.3",100560686,"Chr15q"
"ASB7","Chr15","q","15q26.3",100602589,"Chr15q"
"GCAWKR","Chr15","q","15q26.3",100849831,"Chr15q"
"ALDH1A3","Chr15","q","15q26.3",100877714,"Chr15q"
"ALDH6","Chr15","q","15q26.3",100877714,"Chr15q"
"RALDH3","Chr15","q","15q26.3",100877714,"Chr15q"
"ALDH1A3-AS1","Chr15","q","15q26.3",100892343,"Chr15q"
"LRRK1","Chr15","q","15q26.3",100919327,"Chr15q"
"FLJ23119","Chr15","q","15q26.3",100919327,"Chr15q"
"KIAA1790","Chr15","q","15q26.3",100919327,"Chr15q"
"RIPK6","Chr15","q","15q26.3",100919327,"Chr15q"
"ROCO1","Chr15","q","15q26.3",100919327,"Chr15q"
"CHSY1","Chr15","q","15q26.3",101175727,"Chr15q"
"CSS1","Chr15","q","15q26.3",101175727,"Chr15q"
"KIAA0990","Chr15","q","15q26.3",101175727,"Chr15q"
"SELENOS","Chr15","q","15q26.3",101270817,"Chr15q"
"AD-015","Chr15","q","15q26.3",101270817,"Chr15q"
"MGC2553","Chr15","q","15q26.3",101270817,"Chr15q"
"SBBI8","Chr15","q","15q26.3",101270817,"Chr15q"
"SELS","Chr15","q","15q26.3",101270817,"Chr15q"
"SEPS1","Chr15","q","15q26.3",101270817,"Chr15q"
"VIMP","Chr15","q","15q26.3",101270817,"Chr15q"
"SNRPA1","Chr15","q","15q26.3",101281510,"Chr15q"
"LEA1","Chr15","q","15q26.3",101281510,"Chr15q"
"U2A'","Chr15","q","15q26.3",101281510,"Chr15q"
"PCSK6","Chr15","q","15q26.3",101289784,"Chr15q"
"PACE4","Chr15","q","15q26.3",101289784,"Chr15q"
"SPC4","Chr15","q","15q26.3",101289784,"Chr15q"
"SNRPA1-DT","Chr15","q","15q26.3",101295419,"Chr15q"
"PCSK6-AS1","Chr15","q","15q26.3",101334437,"Chr15q"
"SNRPCP18","Chr15","q","15q26.3",101562536,"Chr15q"
"LINC02348","Chr15","q","15q26.3",101602786,"Chr15q"
"TM2D3","Chr15","q","15q26.3",101621444,"Chr15q"
"BLP2","Chr15","q","15q26.3",101621444,"Chr15q"
"FLJ22604","Chr15","q","15q26.3",101621444,"Chr15q"
"RNU6-807P","Chr15","q","15q26.3",101648206,"Chr15q"
"TARS3","Chr15","q","15q26.3",101653596,"Chr15q"
"FLJ25005","Chr15","q","15q26.3",101653596,"Chr15q"
"TARSL2","Chr15","q","15q26.3",101653596,"Chr15q"
"THRRS-L","Chr15","q","15q26.3",101653596,"Chr15q"
"UBE2Q2P13","Chr15","q","15q26.3",101732201,"Chr15q"
"DNM1P47","Chr15","q","15q26.3",101751553,"Chr15q"
"DNM1DN14-3","Chr15","q","15q26.3",101751553,"Chr15q"
"GOLGA8VP","Chr15","q","15q26.3",101771758,"Chr15q"
"RN7SL209P","Chr15","q","15q26.3",101773238,"Chr15q"
"OR4F6","Chr15","q","15q26.3",101803509,"Chr15q"
"OR4F12","Chr15","q","15q26.3",101803509,"Chr15q"
"OR4F15","Chr15","q","15q26.3",101812202,"Chr15q"
"OR4F14P","Chr15","q","15q26.3",101828741,"Chr15q"
"OR4F14","Chr15","q","15q26.3",101828741,"Chr15q"
"OR4F13P","Chr15","q","15q26.3",101842119,"Chr15q"
"OR4F28P","Chr15","q","15q26.3",101875964,"Chr15q"
"WBP1LP5","Chr15","q","15q26.3",101887354,"Chr15q"
"OR4F4","Chr15","q","15q26.3",101922042,"Chr15q"
"OR4F18","Chr15","q","15q26.3",101922042,"Chr15q"
"OR4G2P","Chr15","q","15q26.3",101926805,"Chr15q"
"OR4G7P","Chr15","q","15q26.3",101926805,"Chr15q"
"OR4G6P","Chr15","q","15q26.3",101937591,"Chr15q"
"FAM138E","Chr15","q","15q26.3",101954885,"Chr15q"
"MIR1302-10","Chr15","q","15q26.3",101960459,"Chr15q"
"HSA-MIR-1302-10","Chr15","q","15q26.3",101960459,"Chr15q"
"WASH3P","Chr15","q","15q26.3",101966075,"Chr15q"
"FAM39DP","Chr15","q","15q26.3",101966075,"Chr15q"
"FLJ25222","Chr15","q","15q26.3",101966075,"Chr15q"
"MIR6859-3","Chr15","q","15q26.3",101973524,"Chr15q"
"HSA-MIR-6859-3","Chr15","q","15q26.3",101973524,"Chr15q"
"DDX11L16","Chr15","q","15q26.3",101976558,"Chr15q"
"DDX11L9","Chr15","q","15q26.3",101977294,"Chr15q"
"DDX11L10","Chr16","p","16p13.3",11861,"Chr16p"
"DDX11P","Chr16","p","16p13.3",11861,"Chr16p"
"WASH4P","Chr16","p","16p13.3",14381,"Chr16p"
"FAM39CP","Chr16","p","16p13.3",14381,"Chr16p"
"FLJ31670","Chr16","p","16p13.3",14381,"Chr16p"
"MIR6859-4","Chr16","p","16p13.3",17052,"Chr16p"
"WASIR2","Chr16","p","16p13.3",22910,"Chr16p"
"NCRNA00286A","Chr16","p","16p13.3",22910,"Chr16p"
"IL9RP3","Chr16","p","16p13.3",29336,"Chr16p"
"POLR3K","Chr16","p","16p13.3",46407,"Chr16p"
"RPC11","Chr16","p","16p13.3",46407,"Chr16p"
"SNRNP25","Chr16","p","16p13.3",53828,"Chr16p"
"C16ORF33","Chr16","p","16p13.3",53828,"Chr16p"
"U11/U12-25K","Chr16","p","16p13.3",53828,"Chr16p"
"RHBDF1","Chr16","p","16p13.3",58059,"Chr16p"
"C16ORF8","Chr16","p","16p13.3",58059,"Chr16p"
"DIST1","Chr16","p","16p13.3",58059,"Chr16p"
"EGFR-RS","Chr16","p","16p13.3",58059,"Chr16p"
"FLJ2235","Chr16","p","16p13.3",58059,"Chr16p"
"IRHOM1","Chr16","p","16p13.3",58059,"Chr16p"
"MPG","Chr16","p","16p13.3",77007,"Chr16p"
"MDG","Chr16","p","16p13.3",77007,"Chr16p"
"NPRL3","Chr16","p","16p13.3",84271,"Chr16p"
"C16ORF35","Chr16","p","16p13.3",84271,"Chr16p"
"CGTHBA","Chr16","p","16p13.3",84271,"Chr16p"
"HS-40","Chr16","p","16p13.3",84271,"Chr16p"
"MARE","Chr16","p","16p13.3",84271,"Chr16p"
"RMD11","Chr16","p","16p13.3",84271,"Chr16p"
"HBZ","Chr16","p","16p13.3",142728,"Chr16p"
"HBZ-T1","Chr16","p","16p13.3",142728,"Chr16p"
"HBZ1","Chr16","p","16p13.3",142728,"Chr16p"
"HBAP2","Chr16","p","16p13.3",153892,"Chr16p"
"HBK","Chr16","p","16p13.3",153892,"Chr16p"
"GLNE1","Chr16","p","16p13.3",153892,"Chr16p"
"HBZP1","Chr16","p","16p13.3",163122,"Chr16p"
"HBZ-T2","Chr16","p","16p13.3",163122,"Chr16p"
"HBZ2","Chr16","p","16p13.3",163122,"Chr16p"
"HBZ2P","Chr16","p","16p13.3",163122,"Chr16p"
"HBZP","Chr16","p","16p13.3",163122,"Chr16p"
"HBAP1","Chr16","p","16p13.3",168679,"Chr16p"
"HBA-T1","Chr16","p","16p13.3",168679,"Chr16p"
"HBA3","Chr16","p","16p13.3",168679,"Chr16p"
"HBA3P","Chr16","p","16p13.3",168679,"Chr16p"
"HBA2","Chr16","p","16p13.3",172876,"Chr16p"
"HBA-T2","Chr16","p","16p13.3",172876,"Chr16p"
"HBA1","Chr16","p","16p13.3",172876,"Chr16p"
"HBA-T3","Chr16","p","16p13.3",176680,"Chr16p"
"HBQ1","Chr16","p","16p13.3",180459,"Chr16p"
"HBQ","Chr16","p","16p13.3",180459,"Chr16p"
"GLND1","Chr16","p","16p13.3",180459,"Chr16p"
"LUC7L","Chr16","p","16p13.3",188969,"Chr16p"
"HLUC7B1","Chr16","p","16p13.3",188969,"Chr16p"
"LUC7","Chr16","p","16p13.3",188969,"Chr16p"
"LUC7B1","Chr16","p","16p13.3",188969,"Chr16p"
"C4ORF46P1","Chr16","p","16p13.3",231134,"Chr16p"
"FAM234A","Chr16","p","16p13.3",234521,"Chr16p"
"C16ORF9","Chr16","p","16p13.3",234521,"Chr16p"
"DKFZP761D0211","Chr16","p","16p13.3",234521,"Chr16p"
"FLJ32603","Chr16","p","16p13.3",234521,"Chr16p"
"ITFG3","Chr16","p","16p13.3",234521,"Chr16p"
"RGS11","Chr16","p","16p13.3",268301,"Chr16p"
"ARHGDIG","Chr16","p","16p13.3",280450,"Chr16p"
"RHOGDI-3","Chr16","p","16p13.3",280450,"Chr16p"
"PDIA2","Chr16","p","16p13.3",283164,"Chr16p"
"PDA2","Chr16","p","16p13.3",283164,"Chr16p"
"PDIP","Chr16","p","16p13.3",283164,"Chr16p"
"AXIN1","Chr16","p","16p13.3",287440,"Chr16p"
"PPP1R49","Chr16","p","16p13.3",287440,"Chr16p"
"MRPL28","Chr16","p","16p13.3",366969,"Chr16p"
"MAAT1","Chr16","p","16p13.3",366969,"Chr16p"
"PGAP6","Chr16","p","16p13.3",370788,"Chr16p"
"M83","Chr16","p","16p13.3",370788,"Chr16p"
"TMEM6","Chr16","p","16p13.3",370788,"Chr16p"
"TMEM8","Chr16","p","16p13.3",370788,"Chr16p"
"TMEM8A","Chr16","p","16p13.3",370788,"Chr16p"
"NME4","Chr16","p","16p13.3",396725,"Chr16p"
"NDPKD","Chr16","p","16p13.3",396725,"Chr16p"
"NM23-H4","Chr16","p","16p13.3",396725,"Chr16p"
"NM23H4","Chr16","p","16p13.3",396725,"Chr16p"
"DECR2","Chr16","p","16p13.3",401858,"Chr16p"
"PDCR","Chr16","p","16p13.3",401858,"Chr16p"
"SDR17C1","Chr16","p","16p13.3",401858,"Chr16p"
"RAB11FIP3","Chr16","p","16p13.3",425649,"Chr16p"
"EFERIN","Chr16","p","16p13.3",425649,"Chr16p"
"KIAA0665","Chr16","p","16p13.3",425649,"Chr16p"
"RAB11-FIP3","Chr16","p","16p13.3",425649,"Chr16p"
"LINC00235","Chr16","p","16p13.3",525155,"Chr16p"
"C16ORF10","Chr16","p","16p13.3",525155,"Chr16p"
"NCRNA00235","Chr16","p","16p13.3",525155,"Chr16p"
"CAPN15","Chr16","p","16p13.3",527712,"Chr16p"
"SOLH","Chr16","p","16p13.3",527712,"Chr16p"
"MIR5587","Chr16","p","16p13.3",535316,"Chr16p"
"HSA-MIR-5587","Chr16","p","16p13.3",535316,"Chr16p"
"MIR3176","Chr16","p","16p13.3",543277,"Chr16p"
"HSA-MIR-3176","Chr16","p","16p13.3",543277,"Chr16p"
"PRR35","Chr16","p","16p13.3",560394,"Chr16p"
"C16ORF11","Chr16","p","16p13.3",560394,"Chr16p"
"PIGQ","Chr16","p","16p13.3",566995,"Chr16p"
"GPI1","Chr16","p","16p13.3",566995,"Chr16p"
"HGPI1","Chr16","p","16p13.3",566995,"Chr16p"
"NHLRC4","Chr16","p","16p13.3",567005,"Chr16p"
"RAB40C","Chr16","p","16p13.3",589357,"Chr16p"
"RARL","Chr16","p","16p13.3",589357,"Chr16p"
"RASL8C","Chr16","p","16p13.3",589357,"Chr16p"
"WFIKKN1","Chr16","p","16p13.3",629239,"Chr16p"
"C16ORF12","Chr16","p","16p13.3",629239,"Chr16p"
"RJD2","Chr16","p","16p13.3",629239,"Chr16p"
"WFDC20A","Chr16","p","16p13.3",629239,"Chr16p"
"WFIKKN","Chr16","p","16p13.3",629239,"Chr16p"
"METTL26","Chr16","p","16p13.3",634427,"Chr16p"
"C16ORF13","Chr16","p","16p13.3",634427,"Chr16p"
"MGC13114","Chr16","p","16p13.3",634427,"Chr16p"
"MCRIP2","Chr16","p","16p13.3",636817,"Chr16p"
"C16ORF14","Chr16","p","16p13.3",636817,"Chr16p"
"FAM195A","Chr16","p","16p13.3",636817,"Chr16p"
"MGC15416","Chr16","p","16p13.3",636817,"Chr16p"
"WDR90","Chr16","p","16p13.3",649311,"Chr16p"
"C16ORF15","Chr16","p","16p13.3",649311,"Chr16p"
"C16ORF16","Chr16","p","16p13.3",649311,"Chr16p"
"C16ORF17","Chr16","p","16p13.3",649311,"Chr16p"
"C16ORF18","Chr16","p","16p13.3",649311,"Chr16p"
"C16ORF19","Chr16","p","16p13.3",649311,"Chr16p"
"FLJ36483","Chr16","p","16p13.3",649311,"Chr16p"
"KIAA1924","Chr16","p","16p13.3",649311,"Chr16p"
"POC16","Chr16","p","16p13.3",649311,"Chr16p"
"RHOT2","Chr16","p","16p13.3",668100,"Chr16p"
"ARHT2","Chr16","p","16p13.3",668100,"Chr16p"
"C16ORF39","Chr16","p","16p13.3",668100,"Chr16p"
"MIRO-2","Chr16","p","16p13.3",668100,"Chr16p"
"MIRO2","Chr16","p","16p13.3",668100,"Chr16p"
"RHBDL1","Chr16","p","16p13.3",675671,"Chr16p"
"RHBDL","Chr16","p","16p13.3",675671,"Chr16p"
"RRP","Chr16","p","16p13.3",675671,"Chr16p"
"STUB1-DT","Chr16","p","16p13.3",678504,"Chr16p"
"LA16C-313D11.9","Chr16","p","16p13.3",678504,"Chr16p"
"LINC02867","Chr16","p","16p13.3",678504,"Chr16p"
"STUB1","Chr16","p","16p13.3",680224,"Chr16p"
"CHIP","Chr16","p","16p13.3",680224,"Chr16p"
"HSPABP2","Chr16","p","16p13.3",680224,"Chr16p"
"NY-CO-7","Chr16","p","16p13.3",680224,"Chr16p"
"SDCCAG7","Chr16","p","16p13.3",680224,"Chr16p"
"UBOX1","Chr16","p","16p13.3",680224,"Chr16p"
"JMJD8","Chr16","p","16p13.3",681670,"Chr16p"
"C16ORF20","Chr16","p","16p13.3",681670,"Chr16p"
"WDR24","Chr16","p","16p13.3",684622,"Chr16p"
"C16ORF21","Chr16","p","16p13.3",684622,"Chr16p"
"DKFZP434F054","Chr16","p","16p13.3",684622,"Chr16p"
"JFP7","Chr16","p","16p13.3",684622,"Chr16p"
"FBXL16","Chr16","p","16p13.3",692498,"Chr16p"
"C16ORF22","Chr16","p","16p13.3",692498,"Chr16p"
"FBL16","Chr16","p","16p13.3",692498,"Chr16p"
"MGC33974","Chr16","p","16p13.3",692498,"Chr16p"
"METRN","Chr16","p","16p13.3",715118,"Chr16p"
"C16ORF23","Chr16","p","16p13.3",715118,"Chr16p"
"MGC2601","Chr16","p","16p13.3",715118,"Chr16p"
"ANTKMT","Chr16","p","16p13.3",720581,"Chr16p"
"C16ORF24","Chr16","p","16p13.3",720581,"Chr16p"
"FAM173A","Chr16","p","16p13.3",720581,"Chr16p"
"MGC2494","Chr16","p","16p13.3",720581,"Chr16p"
"CCDC78","Chr16","p","16p13.3",722582,"Chr16p"
"C16ORF25","Chr16","p","16p13.3",722582,"Chr16p"
"FLJ34512","Chr16","p","16p13.3",722582,"Chr16p"
"HAGHL","Chr16","p","16p13.3",726936,"Chr16p"
"MGC2605","Chr16","p","16p13.3",726936,"Chr16p"
"CIAO3","Chr16","p","16p13.3",729760,"Chr16p"
"FLJ21988","Chr16","p","16p13.3",729760,"Chr16p"
"HPRN","Chr16","p","16p13.3",729760,"Chr16p"
"IOP1","Chr16","p","16p13.3",729760,"Chr16p"
"NAR1","Chr16","p","16p13.3",729760,"Chr16p"
"NARFL","Chr16","p","16p13.3",729760,"Chr16p"
"PRN","Chr16","p","16p13.3",729760,"Chr16p"
"MSLN","Chr16","p","16p13.3",760734,"Chr16p"
"MPF","Chr16","p","16p13.3",760734,"Chr16p"
"MSLNL","Chr16","p","16p13.3",769428,"Chr16p"
"C16ORF37","Chr16","p","16p13.3",769428,"Chr16p"
"MPFL","Chr16","p","16p13.3",769428,"Chr16p"
"MIR662","Chr16","p","16p13.3",770183,"Chr16p"
"HSA-MIR-662","Chr16","p","16p13.3",770183,"Chr16p"
"MIRN662","Chr16","p","16p13.3",770183,"Chr16p"
"RPUSD1","Chr16","p","16p13.3",784974,"Chr16p"
"C16ORF40","Chr16","p","16p13.3",784974,"Chr16p"
"MGC19600","Chr16","p","16p13.3",784974,"Chr16p"
"RLUCL","Chr16","p","16p13.3",784974,"Chr16p"
"CHTF18","Chr16","p","16p13.3",788046,"Chr16p"
"C16ORF41","Chr16","p","16p13.3",788046,"Chr16p"
"C321D2.4","Chr16","p","16p13.3",788046,"Chr16p"
"CHL12","Chr16","p","16p13.3",788046,"Chr16p"
"CTF18","Chr16","p","16p13.3",788046,"Chr16p"
"GNG13","Chr16","p","16p13.3",798041,"Chr16p"
"G(GAMMA)13","Chr16","p","16p13.3",798041,"Chr16p"
"H2-35","Chr16","p","16p13.3",798041,"Chr16p"
"LMF1","Chr16","p","16p13.3",853634,"Chr16p"
"C16ORF26","Chr16","p","16p13.3",853634,"Chr16p"
"FLJ12681","Chr16","p","16p13.3",853634,"Chr16p"
"FLJ22302","Chr16","p","16p13.3",853634,"Chr16p"
"JFP11","Chr16","p","16p13.3",853634,"Chr16p"
"TMEM112","Chr16","p","16p13.3",853634,"Chr16p"
"TMEM112A","Chr16","p","16p13.3",853634,"Chr16p"
"LMF1-AS1","Chr16","p","16p13.3",921033,"Chr16p"
"CEROX1","Chr16","p","16p13.3",974131,"Chr16p"
"SOX8","Chr16","p","16p13.3",981444,"Chr16p"
"SSTR5","Chr16","p","16p13.3",1063867,"Chr16p"
"SSTR5-AS1","Chr16","p","16p13.3",1064081,"Chr16p"
"C1QTNF8","Chr16","p","16p13.3",1088226,"Chr16p"
"CTRP8","Chr16","p","16p13.3",1088226,"Chr16p"
